playerid	position	teamid	number	firstname	lastname	nationality	prefFoot	accel	aggression	awareness	ballcontrol	crossing	dribbling	heading	longpassing	marking	sprint	shortpassing	reflexes	finishing	shotpower	stamina	strength	standingtackle	positioning	composure	handling	gkpositioning	reactions	longshots	freekick	diving	WFA	potential	ovr	skill
203299	RM	1795	28	André	Carrillo	59	0	86	53	72	79	76	79	70	60	25	83	73	25	71	76	65	72	32	76	73	25	25	75	75	55	11	3	78	76	SETPIECES
203464	CB	1795	31	Tommie	Hoban	25	0	53	56	54	58	53	51	68	56	71	54	64	25	34	48	57	72	74	27	64	25	25	64	33	34	12	2	75	68	AGGRESSION
205243	CB	1795	13	Molla	Wagué	126	0	51	77	61	51	36	36	73	51	75	64	46	25	31	44	66	91	75	29	68	25	25	69	29	29	13	2	77	74	DEFENDING
205897	CDM	1795	14	Nathaniel	Chalobah	14	0	69	72	71	76	58	74	71	79	72	65	78	25	55	75	72	75	77	62	68	25	25	69	67	38	12	2	84	74	AWARENESS
206516	CM	1795	19	Will	Hughes	14	1	68	67	74	78	64	77	58	73	67	65	77	25	61	58	74	61	68	68	78	25	25	75	56	48	7	2	84	72	LONGPASSING
208135	CDM	1795	16	Abdoulaye	Doucouré	18	0	62	77	76	80	68	78	66	74	70	69	82	25	70	75	81	83	79	73	70	25	25	73	74	42	15	2	84	75	AWARENESS
209532	GK	1795	35	Daniel	Bachmann	4	0	50	31	31	22	20	20	20	54	20	37	36	65	20	21	36	61	20	13	22	58	60	69	20	20	60	2	72	61	GKGENERALIST
216656	ST	1795	17	Jerome	Sinclair	14	0	76	53	48	61	52	64	40	44	36	74	60	21	65	59	63	61	34	59	58	21	21	54	52	39	14	3	72	61	POSITIONING
222422	ST	1795	44	Alex	Jakubiak	42	0	73	28	46	56	35	63	51	47	22	71	49	22	58	56	60	57	22	50	47	22	22	55	53	30	7	2	67	58	POSITIONING
222634	LM	1795	10	Isaac	Success	133	0	80	45	51	79	73	77	64	55	22	88	68	22	69	80	65	84	33	72	63	22	22	68	58	54	8	2	83	72	CROSSING
226423	GK	1795	46	Nathan	Gartside	35	0	48	23	31	26	23	23	23	48	23	44	26	56	23	23	36	49	23	18	31	50	51	54	23	13	55	1	70	53	GKPOSITIONING
227807	ST	1795	41	Michael	Folivi	14	0	66	33	33	61	25	62	47	24	24	68	54	23	64	59	58	65	23	65	62	23	23	50	54	26	12	2	77	60	HEADING
231279	CM	1795	36	Carl	Stewart	14	0	65	50	52	49	39	45	44	53	35	55	52	20	26	53	61	46	39	50	39	20	20	48	36	36	12	1	65	48	AWARENESS
231943	LM	1795	11	Richarlison	de Andrade	54	0	83	68	55	76	63	78	70	42	21	79	68	20	72	74	79	76	22	76	70	20	20	72	63	34	12	4	85	70	GENERALIST
234483	RB	1795	48	David	Sesay	14	0	72	59	41	49	41	50	43	40	49	73	42	20	31	48	53	63	54	41	43	20	20	48	40	35	10	1	70	52	REACTIONS
234487	CM	1795	49	Ashley	Charles	14	0	58	64	49	51	46	50	42	55	46	57	57	20	40	53	46	55	50	34	48	20	20	48	46	42	10	2	70	50	AWARENESS
234705	RB	1795	42	Andrew	Eleftheriou	14	0	64	61	36	48	49	50	41	41	48	67	43	20	33	40	52	57	51	40	42	20	20	47	36	39	13	1	63	50	REACTIONS
234706	LB	1795	32	Brandon	Mason	14	1	80	64	52	68	67	63	36	53	65	83	63	20	37	44	72	55	69	68	60	20	20	49	38	48	13	1	80	66	BALANCED
234708	CB	1795	45	Charlie	Rowan	14	0	54	67	39	43	28	39	49	49	51	53	44	20	33	49	43	68	53	30	48	20	20	50	45	34	9	2	71	55	PHYSICAL
234709	CB	1795	47	Connor	Stevens	14	1	50	59	32	31	32	30	56	31	50	49	33	20	33	50	54	65	53	29	45	20	20	50	49	39	15	1	66	53	PHYSICAL
189860	RB	1795	21	Francisco	Femenía Far	45	0	77	72	69	80	80	81	54	56	70	81	79	24	64	58	84	69	77	70	68	24	24	66	67	57	18	2	78	74	BALANCED
234706	LB	1795	32	Brandon	Mason	14	1	87	71	59	75	74	70	43	60	72	90	70	27	44	51	79	62	76	75	67	27	27	56	45	55	20	1	80	72	BALANCED
135043	GK	1796	22	Anders	Lindegaard	13	0	47	34	45	35	22	22	22	69	22	55	22	67	22	28	25	72	22	19	62	73	68	68	22	18	70	2	70	69	GKPOSITIONING
138436	ST	1796	19	Jonathan	Walters	25	0	62	81	83	73	74	72	76	63	56	64	73	22	75	75	84	83	58	76	73	22	22	77	69	56	8	2	75	74	POSITIONING
152991	CM	1796	8	Dean	Marney	14	0	68	83	80	69	68	70	67	75	68	66	75	25	65	74	78	77	66	59	74	25	25	75	67	62	15	2	72	70	PASSING
163261	RB	1796	26	Phil	Bardsley	42	0	66	85	69	67	65	61	67	62	74	58	70	21	47	83	71	75	76	58	67	21	21	74	66	33	11	2	72	69	PHYSICAL
163264	GK	1796	1	Tom	Heaton	14	0	56	31	52	28	21	21	21	76	21	53	32	83	21	21	40	66	21	12	56	79	80	74	21	13	80	2	81	80	HANDLING
165321	LB	1796	23	Stephen	Ward	25	1	66	78	76	71	72	69	70	68	74	67	71	21	58	63	82	77	76	58	68	21	21	76	54	55	6	4	75	72	PHYSICAL
169706	CDM	1796	4	Jack	Cork	14	0	61	72	75	77	65	74	73	78	71	58	80	22	57	70	81	79	78	67	80	22	22	77	54	58	13	3	79	74	PHYSICAL
170815	CM	1796	16	Steven	Defour	7	0	70	81	84	79	76	76	62	77	72	68	79	22	67	76	75	69	73	72	81	22	22	78	74	76	7	2	78	76	PASSING
178287	LM	1796	37	Scott	Arfield	70	0	70	42	79	72	74	74	63	68	62	68	73	20	69	69	82	69	64	69	70	20	20	67	66	65	13	2	73	72	PASSING
179746	ST	1796	9	Sam	Vokes	50	0	57	80	78	77	59	71	81	60	42	59	68	20	78	80	79	86	38	78	75	20	20	74	71	46	13	2	77	75	POSITIONING
182761	GK	1796	30	Adam	Legzdins	14	0	35	37	56	21	21	21	21	65	21	30	21	66	21	21	31	67	21	15	61	61	64	62	21	17	65	2	65	64	GKPOSITIONING
186905	ST	1796	10	Ashley	Barnes	4	0	68	87	74	76	65	72	76	57	33	67	66	21	74	76	78	80	46	73	67	21	21	68	67	56	6	3	74	73	POSITIONING
189280	CM	1796	18	Ashley	Westwood	14	0	68	49	78	77	76	65	44	79	61	63	76	22	47	62	78	65	66	54	76	22	22	76	57	75	10	2	74	70	AWARENESS
189682	CB	1796	6	Ben	Mee	14	1	66	79	78	65	67	63	77	65	78	66	61	22	27	60	79	83	77	30	71	22	22	74	39	31	15	2	79	76	AGGRESSION
191076	RM	1796	17	Jóhann Berg	Gudmundsson	24	1	80	63	73	75	74	77	56	59	45	77	67	22	68	84	78	72	50	67	71	22	22	69	74	76	7	3	74	72	AWARENESS
192123	ST	1796	11	Chris	Wood	198	0	70	74	60	69	41	66	75	48	32	72	65	22	77	80	76	86	30	77	72	22	22	69	71	54	14	2	78	73	POSITIONING
194146	CB	1796	28	Kevin	Long	25	0	66	74	69	52	38	49	72	50	69	61	51	23	29	56	72	78	71	48	65	23	23	66	27	32	8	1	73	70	AGGRESSION
194149	CM	1796	20	Fredrik	Ulvestad	36	0	69	55	60	68	60	69	47	65	49	65	66	23	61	66	75	69	52	62	70	23	23	64	63	62	9	2	69	64	PASSING
199633	RB	1796	2	Matthew	Lowton	14	0	76	76	69	74	75	72	71	63	73	75	72	24	52	72	81	75	74	60	74	24	24	76	68	46	11	2	76	73	REACTIONS
200478	CM	1796	13	Jeff	Hendrick	25	0	74	75	74	74	70	76	68	76	68	70	77	24	67	71	79	78	72	71	77	24	24	72	69	64	12	2	80	73	SETPIECES
201884	LM	1796	12	Robbie	Brady	25	1	83	58	73	75	80	76	59	75	62	79	71	24	68	77	76	69	68	72	73	24	24	74	74	79	12	3	79	75	SETPIECES
202686	ST	1796	21	Nahki	Wells	68	0	85	67	73	73	61	71	64	43	25	82	63	24	73	69	81	61	48	74	68	24	24	66	67	65	10	2	73	71	HEADING
202695	CB	1796	5	James	Tarkowski	14	0	63	71	71	67	56	62	75	69	71	64	68	24	36	63	76	80	75	40	74	24	24	69	38	57	14	3	79	73	DEFENDING
203841	GK	1796	29	Nick	Pope	14	0	50	36	46	24	25	25	25	66	25	45	32	70	25	25	32	52	25	13	37	67	67	53	25	12	72	2	74	67	GKGENERALIST
204760	LB	1796	3	Charlie	Taylor	14	1	77	74	69	70	75	71	64	59	70	73	66	25	49	63	79	73	72	63	70	25	25	71	59	61	13	1	80	71	BALANCED
231639	RB	1796	46	Arlen	Birch	14	0	67	58	40	49	52	56	47	43	52	63	45	20	30	41	63	58	54	44	43	20	20	54	28	34	12	1	63	53	AGGRESSION
233528	ST	1796	47	Khius	Metz	25	0	86	31	33	44	28	46	46	30	20	89	48	20	55	52	66	58	20	49	45	20	20	50	48	30	7	1	63	55	POSITIONING
233833	ST	1796	49	Jamie	Thomas	50	0	49	32	35	52	30	50	56	30	20	50	47	20	58	47	53	53	20	53	46	20	20	47	51	31	14	2	60	52	POSITIONING
237941	ST	1796	42	Harry	Limb	14	0	74	31	32	54	43	51	47	42	21	72	49	21	59	53	43	50	21	57	54	21	21	58	52	39	15	2	72	56	POSITIONING
240246	GK	1796	48	Connor	King	14	0	30	23	28	21	21	21	21	52	21	32	23	55	21	21	27	31	21	7	30	50	54	40	21	14	53	1	69	52	GKGENERALIST
240247	CB	1796	50	Harry	Flowers	14	0	51	57	38	43	31	36	56	31	56	60	35	21	24	34	61	65	58	25	51	21	21	55	26	28	10	1	66	57	STRENGTH
240336	RM	1796	39	Tinashe	Chakwana	14	0	80	35	48	57	53	59	41	51	30	77	53	21	50	53	53	44	29	50	49	21	21	41	48	42	14	1	70	58	CROSSING
240462	CM	1796	45	Mark	Howarth	14	0	64	51	48	58	49	60	47	57	43	66	59	21	51	47	54	50	41	52	55	21	21	52	42	51	9	2	66	55	SETPIECES
240676	CM	1796	52	Rahis	Nabi	14	0	67	60	56	55	44	53	43	56	41	63	57	21	43	51	62	42	48	51	49	21	21	52	42	42	10	1	64	54	SETPIECES
240732	RB	1796	53	Olatunde	Bayode	14	0	71	43	45	47	50	49	48	29	50	65	41	21	31	36	57	44	51	47	46	21	21	51	30	35	10	1	64	52	REACTIONS
240786	LB	1796	54	Ali	Koiki	14	1	69	57	37	44	45	46	48	35	49	59	42	22	29	38	59	49	54	48	42	22	22	51	26	34	14	1	64	50	REACTIONS
240928	CM	1796	55	Christian	N'Guessan	14	0	60	55	52	51	49	47	45	49	44	68	52	22	40	47	59	46	49	51	50	22	22	56	45	43	5	1	64	51	LONGPASSING
182761	GK	1796	30	Adam	Legzdins	14	0	45	47	66	31	31	31	31	75	31	40	31	76	31	31	41	77	31	25	71	71	74	72	31	27	75	2	65	74	GKPOSITIONING
202695	CB	1796	5	James	Tarkowski	14	0	66	74	74	70	59	65	78	72	74	67	71	27	39	66	79	83	78	43	77	27	27	72	41	60	17	3	79	76	DEFENDING
49212	GK	1799	1	Julián	Speroni	52	0	42	21	45	20	20	20	20	67	20	43	24	73	20	20	33	43	20	8	35	70	67	68	20	12	74	2	71	71	GKPOSITIONING
152514	CM	1799	42	Jason	Puncheon	14	1	67	72	79	74	74	75	49	76	65	66	75	25	66	70	74	68	63	73	74	25	25	73	68	75	13	1	74	72	PASSING
155355	CAM	1799	14	Chung-Yong	Lee	167	0	73	56	76	72	69	71	58	66	42	71	73	20	61	65	75	56	52	70	72	20	20	74	62	65	6	2	72	70	PASSING
157665	CB	1799	6	Scott	Dann	14	0	44	73	80	63	30	38	85	65	77	45	63	20	40	52	73	82	78	36	71	20	20	77	32	29	6	2	78	75	PHYSICAL
159577	CB	1799	27	Damien	Delaney	25	1	31	87	81	55	51	28	77	57	73	32	50	20	32	49	65	84	75	33	61	20	20	73	57	49	6	2	74	72	PHYSICAL
167943	CM	1799	7	Yohan	Cabaye	18	0	62	78	83	82	72	71	67	78	70	63	81	22	69	78	71	68	75	70	79	22	22	81	76	77	14	3	79	76	PASSING
170084	GK	1799	13	Wayne	Hennessey	50	0	40	21	46	22	22	22	22	80	22	41	22	71	22	34	29	68	22	14	48	75	76	61	22	11	73	2	74	73	GKGENERALIST
171972	CM	1799	18	James	McArthur	42	0	65	86	79	77	66	66	66	74	70	60	78	50	56	65	78	73	74	73	77	23	23	77	61	61	20	2	75	72	PASSING
173546	CB	1799	5	James	Tomkins	14	0	50	73	72	58	45	50	78	60	76	52	63	23	29	40	73	76	79	45	69	23	23	73	29	31	11	1	77	74	AGGRESSION
179613	LM	1799	26	Bakary	Sako	126	1	73	75	66	73	75	76	61	63	37	74	67	20	66	79	64	84	33	72	69	20	20	67	75	73	13	2	72	71	PASSING
183285	CB	1799	12	Mamadou	Sakho	18	1	53	86	72	61	60	50	74	68	78	67	73	21	23	51	74	90	83	32	71	21	21	72	38	30	14	1	82	79	AGGRESSION
184037	RB	1799	34	Martin	Kelly	14	0	56	70	68	67	73	59	76	64	72	60	68	21	38	61	75	79	77	42	75	21	21	73	38	35	7	2	74	69	PHYSICAL
184111	ST	1799	17	Christian	Benteke	7	0	70	63	56	80	58	73	87	48	25	76	72	21	79	85	74	90	30	76	78	21	21	72	74	67	14	3	83	78	POSITIONING
186117	CM	1799	22	Jordon	Mutch	14	0	63	74	59	70	68	67	67	69	59	65	71	21	62	74	67	69	60	70	68	21	21	68	72	71	11	3	70	67	PASSING
186190	LB	1799	3	Patrick	van Aanholt	34	1	87	73	68	72	62	74	64	74	65	86	73	21	61	70	84	65	76	73	65	21	21	76	64	61	9	1	76	73	AGGRESSION
186392	RB	1799	2	Joel	Ward	14	0	64	74	75	67	70	64	75	69	76	65	68	21	46	68	77	78	76	64	73	21	21	73	63	34	8	2	75	71	AGGRESSION
191089	ST	1799	21	Connor	Wickham	14	0	63	69	56	70	62	67	72	57	22	68	62	22	74	76	70	83	28	68	65	22	22	72	67	67	8	2	76	70	POSITIONING
193475	LB	1799	23	Pape	Souaré	136	1	75	79	67	71	76	73	72	68	71	73	70	23	43	65	71	72	72	73	65	23	23	73	54	69	8	1	74	72	REACTIONS
194932	LM	1799	10	Andros	Townsend	14	1	86	58	67	79	77	82	52	67	39	84	75	23	72	82	76	59	31	70	68	23	23	71	77	76	13	3	79	77	AWARENESS
198717	RM	1799	11	Wilfried	Zaha	108	0	89	68	69	86	79	88	43	65	36	90	72	24	74	75	78	73	32	74	76	24	24	73	62	51	15	2	84	80	SPEED
200759	LB	1799	15	Jeffrey	Schlupp	117	1	84	70	68	69	64	74	64	55	68	89	65	24	56	74	76	79	68	69	64	24	24	68	53	34	9	1	76	71	REACTIONS
206304	CDM	1799	4	Luka	Milivojević	51	0	61	85	79	72	59	63	74	75	75	63	76	25	54	75	89	77	73	65	73	25	25	74	72	75	13	1	81	74	AWARENESS
208989	ST	1799	19	Freddie	Ladapo	133	0	78	57	28	64	35	57	60	43	20	77	44	20	60	63	70	77	20	59	49	20	20	48	55	31	12	2	66	61	POSITIONING
212493	LM	1799	25	Sullay	Kaikai	14	0	82	32	50	71	64	75	32	56	24	82	62	20	65	65	61	59	23	57	56	20	20	56	64	69	15	2	77	67	AWARENESS
213666	CAM	1799	8	Ruben	Loftus-Cheek	14	0	65	67	54	75	41	71	57	74	64	69	76	20	61	51	76	78	67	68	71	20	20	60	49	31	11	3	84	68	SETPIECES
221269	CB	1799	44	Jaïro	Riedewald	34	1	73	66	63	74	65	67	69	75	70	74	74	22	46	69	74	72	75	53	64	22	22	75	49	35	15	2	82	72	STRENGTH
223989	CDM	1799	51	Noor	Husin	149	0	67	41	48	55	44	51	44	53	36	63	60	22	48	50	65	40	51	54	47	22	22	57	39	44	14	1	65	49	PHYSICAL
228474	CAM	1799	47	Jacob	Berkeley-Agyepong	14	1	72	45	46	57	50	56	37	51	45	74	49	23	45	45	40	48	39	55	44	23	23	41	43	35	15	2	66	53	PASSING
229880	RM	1799	46	Aaron	Wan-Bissaka	110	0	74	32	35	60	58	59	40	44	26	72	50	23	46	51	34	58	27	51	45	23	23	40	47	45	9	2	71	56	PASSING
231182	CB	1799	38	Oliver	O'Dwyer	14	0	32	48	33	34	37	25	53	34	55	33	36	20	24	42	62	74	60	31	43	20	20	47	21	30	7	2	69	54	PHYSICAL
231267	RM	1799	28	Jason	Lokilo	110	1	80	39	43	53	52	61	40	45	20	79	47	20	44	62	53	61	24	38	46	20	20	40	48	69	6	2	72	55	PASSING
231673	CM	1799	35	Luke	Dreher	14	0	62	45	50	63	41	56	49	64	45	69	64	20	44	56	57	66	47	42	48	20	20	53	51	46	8	2	78	57	AWARENESS
232270	CB	1799	24	Timothy	Fosu-Mensah	34	0	82	84	61	64	66	65	73	70	71	85	73	20	57	79	67	79	76	60	69	20	20	70	60	34	11	3	88	76	TACKLING
234555	LM	1799	33	Andre	Coker	14	0	73	36	49	58	53	60	40	50	20	76	52	20	51	61	51	66	24	45	49	20	20	43	50	55	13	2	72	57	AWARENESS
234559	CB	1799	45	Michael	Phillips	14	0	60	64	54	54	41	46	53	58	52	61	60	20	34	52	54	58	54	52	48	20	20	53	49	42	5	2	71	56	PHYSICAL
234614	LM	1799	48	Levi	Lumeka	14	1	75	42	52	54	52	58	36	46	20	79	48	20	47	57	36	58	22	49	52	20	20	47	49	53	9	2	71	56	AWARENESS
236358	CAM	1799	31	Kian	Flanagan	14	0	66	41	55	59	45	57	49	56	45	71	55	21	43	51	33	58	49	41	62	21	21	53	40	45	13	2	76	54	SETPIECES
236360	ST	1799	39	Victor	Fundi	14	0	63	59	44	48	33	41	56	40	27	57	48	21	57	55	59	77	31	55	43	21	21	51	54	25	10	2	67	55	POSITIONING
237825	CAM	1799	32	Nya	Kirby	14	0	77	42	41	55	41	57	34	61	37	76	68	21	43	42	59	54	40	47	49	21	21	44	39	46	13	2	74	55	SETPIECES
238221	CB	1799	41	Nikola	Tavares	10	0	54	48	31	33	27	26	54	28	55	56	36	21	21	43	57	69	59	27	43	21	21	47	26	30	14	1	68	55	STRENGTH
239511	GK	1799	50	Matthew	Funnell	14	0	21	22	20	21	21	21	21	53	21	29	24	55	21	21	21	41	21	5	24	50	49	42	21	12	53	2	77	51	GKGENERALIST
184037	RB	1799	34	Martin	Kelly	14	0	59	73	71	70	76	62	79	67	75	63	71	24	41	64	78	82	80	45	78	24	24	76	41	38	10	2	74	74	BALANCED
198717	RM	1799	11	Wilfried	Zaha	108	0	90	69	70	87	80	89	44	66	37	91	73	25	75	76	79	74	33	75	77	25	25	74	63	52	16	2	84	80	DRIBBLING
232270	CB	1799	24	Timothy	Fosu-Mensah	34	0	85	87	64	67	69	68	76	73	74	88	76	23	60	82	70	82	79	63	72	23	23	73	63	37	14	3	88	78	TACKLING
51257	ST	1806	25	Peter	Crouch	14	0	31	68	76	77	59	64	81	63	31	34	75	20	76	74	66	74	26	82	76	20	20	82	70	50	13	2	74	70	POSITIONING
53739	GK	1806	33	Lee	Grant	14	0	47	42	58	21	21	21	21	69	21	40	26	75	21	24	34	58	21	14	59	70	72	67	21	19	74	3	73	72	GKPOSITIONING
137782	RB	1806	8	Glen	Johnson	14	0	74	71	69	77	75	78	68	70	75	69	75	22	54	79	71	72	76	69	72	22	22	74	70	54	13	3	75	74	PHYSICAL
138782	CM	1806	24	Darren	Fletcher	42	0	53	80	87	75	72	65	83	79	78	46	82	22	61	77	74	71	81	57	83	22	22	80	73	47	10	2	76	73	PASSING
155976	CM	1806	16	Charlie	Adam	42	1	48	88	78	74	82	64	66	81	54	39	77	20	67	85	56	75	61	77	71	20	20	73	80	75	8	2	74	70	PASSING
158372	CAM	1806	14	Ibrahim	Afellay	34	0	76	59	76	82	78	80	46	74	36	74	81	20	71	75	70	64	67	73	78	20	20	75	76	75	14	3	78	77	PASSING
169596	CB	1806	17	Ryan	Shawcross	14	0	46	87	79	54	33	42	83	69	79	51	63	22	53	44	76	89	80	31	69	22	22	73	28	24	10	2	79	78	PHYSICAL
170570	CAM	1806	7	Stephen	Ireland	25	0	57	60	74	73	63	70	42	64	38	51	75	22	64	62	60	57	45	75	74	22	22	76	64	60	16	2	72	69	PASSING
178567	LB	1806	3	Erik	Pieters	34	1	63	85	75	73	58	64	73	60	77	69	75	20	32	51	75	77	80	61	67	20	20	71	36	56	16	1	78	72	AGGRESSION
183569	LM	1806	10	Eric Maxim	Choupo-Moting	103	0	76	59	72	83	64	86	74	68	26	78	75	21	75	77	75	77	36	76	72	21	21	77	64	44	9	3	77	76	PASSING
184716	CM	1806	4	Joe	Allen	50	0	65	74	75	77	68	75	44	75	68	60	82	21	68	63	86	59	77	69	81	21	21	82	60	50	10	2	78	74	AWARENESS
186672	CDM	1806	20	Geoff	Cameron	95	0	62	77	77	70	60	69	73	66	76	63	73	21	51	65	79	76	81	62	80	21	21	71	56	60	7	2	76	73	PASSING
187084	ST	1806	18	Mame	Diouf	136	0	81	77	75	70	62	65	84	55	64	85	67	50	77	80	84	80	64	78	73	21	21	76	64	36	20	2	77	76	POSITIONING
193348	RM	1806	22	Xherdan	Shaqiri	47	1	87	64	71	83	74	85	37	76	40	79	80	23	72	85	74	62	41	78	79	23	23	80	81	78	13	3	85	80	PACE
199550	CB	1806	15	Bruno	Martins Indi	34	1	54	86	74	64	71	53	75	69	78	59	69	24	38	56	70	86	83	42	69	24	24	66	40	38	11	2	82	78	DEFENDING
202515	LM	1806	11	Jesé	Rodríguez Ruíz	45	0	87	29	46	81	73	81	42	69	24	80	77	24	71	73	63	62	23	75	74	24	24	71	72	66	13	3	81	76	SETPIECES
203042	GK	1806	1	Jack	Butland	14	0	38	32	50	26	24	21	24	72	24	43	36	85	24	29	35	63	24	16	59	83	78	73	24	14	81	2	87	81	GKPOSITIONING
204289	ST	1806	9	Saido	Berahino	14	0	82	47	65	77	51	76	67	55	25	77	62	25	80	81	64	64	25	79	70	25	25	71	68	61	7	3	82	75	ACCELERATION
204311	CB	1806	6	Kurt	Zouma	18	0	63	83	70	66	54	48	77	56	78	71	62	25	47	56	72	88	83	53	71	25	25	74	49	60	14	2	86	79	DEFENDING
207633	GK	1806	29	Jakob	Haugaard	13	1	47	25	39	25	25	25	25	57	25	45	28	64	25	22	33	67	25	12	30	65	61	60	25	14	64	2	70	63	GKGENERALIST
209997	CB	1806	5	Kevin	Wimmer	4	1	54	76	66	67	52	63	76	70	78	60	74	20	21	40	63	80	81	30	72	20	20	78	25	28	13	2	83	77	DEFENDING
221545	CM	1806	41	Mark	Waddington	14	0	62	40	53	52	48	51	47	66	35	63	70	22	43	56	33	62	47	50	57	22	22	49	42	42	11	2	61	55	PASSING
225946	CM	1806	34	Ollie	Shenton	14	1	64	49	61	65	56	62	49	62	49	50	64	23	52	64	57	61	54	56	65	23	23	58	43	49	13	2	72	59	PASSING
228407	CM	1806	38	Eddy	Lecygne	18	0	51	59	50	62	44	58	58	63	49	64	67	23	42	54	54	59	47	62	50	23	23	58	47	47	11	2	70	58	PASSING
229783	GK	1806	39	Dániel	Gyollai	23	0	45	25	23	23	23	23	23	56	23	45	28	63	23	23	29	50	23	16	24	58	53	52	23	17	67	2	76	59	GKPOSITIONING
229901	CB	1806	36	Harry	Souttar	42	0	35	47	45	60	24	50	53	50	56	35	55	23	25	33	58	74	59	26	50	23	23	50	26	31	12	2	76	56	PHYSICAL
232759	LB	1806	12	Josh	Tymon	14	1	65	59	36	61	55	62	41	46	59	68	55	20	27	48	60	56	61	37	56	20	20	54	45	29	13	1	77	58	AGGRESSION
233601	LM	1806	32	Ramadan	Sobhi	111	0	77	54	60	79	70	79	59	64	43	74	76	20	60	62	72	68	44	73	75	20	20	63	65	63	12	3	85	73	PACE
236464	ST	1806	28	Julien	Ngoy	7	0	77	33	39	60	48	58	66	41	21	78	51	21	57	56	62	73	21	59	53	21	21	55	55	43	14	2	74	61	SHOTPOWER
236465	LB	1806	51	Cameron	McJannet	14	1	64	62	45	49	58	66	51	33	54	53	39	21	35	34	52	46	64	54	47	21	21	56	32	39	6	2	72	54	REACTIONS
237337	RM	1806	31	Thibaud	Verlinden	7	0	64	39	51	65	61	71	45	55	35	66	60	21	47	69	54	36	37	51	52	21	21	46	48	42	9	2	78	60	CROSSING
237838	RB	1806	43	Lewis	Banks	14	0	64	60	45	44	55	63	55	36	57	52	36	21	36	35	59	42	68	48	50	21	21	59	31	42	6	2	73	54	REACTIONS
237842	CM	1806	44	Daniel	Jarvis	14	0	60	42	63	62	53	68	56	71	46	61	77	21	48	70	33	39	54	53	66	21	21	61	42	52	13	2	78	62	SHORTPASSING
237843	ST	1806	47	Jack	Devlin	14	0	50	31	36	55	43	55	67	38	21	44	54	21	51	58	51	32	23	57	53	21	21	58	57	34	6	2	72	53	POSITIONING
237845	CB	1806	76	Luís	Silva	38	0	51	50	39	39	32	50	58	34	55	58	48	21	28	50	59	58	72	33	50	21	21	56	28	30	6	2	79	59	STRENGTH
237846	ST	1806	57	Shola	Ayoola	133	0	56	33	44	62	41	61	64	41	21	56	51	21	52	62	59	49	21	60	50	21	21	58	59	40	13	2	78	57	POSITIONING
238319	RB	1806	42	Tom	Edwards	14	0	69	57	38	50	56	70	55	37	58	67	41	21	40	37	67	56	67	48	49	21	21	58	48	43	10	2	80	57	REACTIONS
238615	CM	1806	45	Ryan	Hill	14	0	65	69	58	63	46	59	56	72	44	61	73	21	37	68	59	53	54	57	52	21	21	62	46	41	13	2	75	61	SHORTPASSING
240783	ST	1806	40	Tyrese	Campbell	14	0	63	31	41	59	41	51	65	39	23	72	55	22	58	60	52	70	22	63	54	22	22	54	56	40	6	2	80	60	SHOTPOWER
240784	GK	1806	46	Josef	Bursik	14	1	23	22	21	22	22	22	22	56	22	26	22	47	22	21	28	52	22	4	24	57	48	30	22	13	47	1	70	48	GKGENERALIST
240793	CM	1806	49	Jake	Dunwoody	35	0	61	61	54	56	50	55	62	62	55	64	73	22	35	60	51	60	68	41	46	22	22	56	35	48	13	2	76	57	LONGPASSING
240794	ST	1806	52	Jordan	Greenidge	14	0	51	55	49	62	34	50	78	36	29	51	50	22	62	61	58	65	25	60	51	22	22	52	49	28	8	2	77	59	SHOTPOWER
240810	RW	1806	50	Tre	Pemberton	14	0	69	39	45	69	56	67	51	48	27	74	51	22	69	71	48	35	31	53	57	22	22	36	45	45	12	2	75	61	AGILITY
240816	LM	1806	48	Venâcio	da Silva Monteiro	38	1	63	38	47	62	63	61	45	41	22	65	51	22	65	76	48	43	32	48	55	22	22	39	44	42	12	2	74	57	CROSSING
240819	GK	1806	53	Mate	Deczki	23	0	22	26	27	22	22	22	22	56	22	31	22	51	22	22	22	57	22	6	28	59	51	42	22	10	55	2	75	53	GKGENERALIST
240824	CM	1806	59	Rachid	Baldé	119	0	58	61	48	60	50	59	55	59	48	60	70	22	37	56	45	50	56	30	49	22	22	60	42	43	14	2	72	55	LONGPASSING
240826	CM	1806	55	Lasse	Sörensen	13	0	57	67	56	58	50	61	62	62	54	60	72	22	40	61	50	51	66	40	50	22	22	57	34	45	11	2	78	58	LONGPASSING
237337	RM	1806	31	Thibaud	Verlinden	7	0	78	53	65	79	75	85	59	69	49	80	74	35	61	83	68	50	51	65	66	35	35	60	62	56	23	2	78	74	LONGSHOTS
233601	LW	1806	32	Ramadan	Sobhi	111	0	80	57	63	82	73	82	62	67	46	77	79	23	63	65	75	71	47	76	78	23	23	66	68	66	15	3	85	75	PACE
134941	CM	1808	14	Steve	Sidwell	14	0	53	74	75	70	70	66	69	70	70	40	72	22	67	76	70	67	71	70	71	22	22	74	69	58	11	3	71	68	PASSING
135587	GK	1808	12	Niki	Mäenpää	17	0	31	32	41	22	22	22	22	56	22	38	22	66	22	24	38	61	22	15	38	68	64	69	22	13	70	2	68	67	GKPOSITIONING
